Parcel,St Number,St Name,City,County,State,Country,meter count,Notes,Built Yr,Effective Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,1120,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1954,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13929,1127,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1932,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11109,1130,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1920,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,1201,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,1203,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,1205,LINCOLN ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11161,501,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1955,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,502,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11089,503,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10806,504,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12689,505,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357,506,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11359,507,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12587,508,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,509,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,510,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7342,511,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14034,512,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13073,513,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035,514,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7712,515,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11852,516,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,517,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1956,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13071,518,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598,520,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,522,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,524,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,526,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,528,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12184,2200,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1963,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,2202,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1963,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,2204,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1964,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779,2206,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1966,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968,2208,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1963,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10867,2410,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11094,2412,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917,2414,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324,2415,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,2416,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,2418,LINDEN AVE,Kinston,Lenoir,NC,USA,1,,1953,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,2814,LISA LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,2815,LISA LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,2828,LISA LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,2840,LISA LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972,1205,LOCKWOOD RD,Kinston,Lenoir,NC,USA,1,,1975,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11875,1206,LOCKWOOD RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548,1303,LOCKWOOD RD,Kinston,Lenoir,NC,USA,1,,1976,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,1307,LOCKWOOD RD,Kinston,Lenoir,NC,USA,1,,1976,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10925,103,LOFTIN LN,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10871,615,LOTUS PL,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13112,621,LOTUS PL,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7555,623,LOTUS PL,Kinston,Lenoir,NC,USA,1,,1975,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,902,LYNN DR,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,905,LYNN DR,Kinston,Lenoir,NC,USA,1,,1976,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7043,908,LYNN DR,Kinston,Lenoir,NC,USA,1,,1974,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,909,LYNN DR,Kinston,Lenoir,NC,USA,1,,1976,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,910,LYNN DR,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,911,LYNN DR,Kinston,Lenoir,NC,USA,1,,1973,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,912,LYNN DR,Kinston,Lenoir,NC,USA,1,,1973,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,913,LYNN DR,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13493,914,LYNN DR,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,915,LYNN DR,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10882,916,LYNN DR,Kinston,Lenoir,NC,USA,1,,1970,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,917,LYNN DR,Kinston,Lenoir,NC,USA,1,,1970,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9393,918,LYNN DR,Kinston,Lenoir,NC,USA,1,,1971,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14927,919,LYNN DR,Kinston,Lenoir,NC,USA,1,,1970,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736,920,LYNN DR,Kinston,Lenoir,NC,USA,1,,1972,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,1001,LYNN DR,Kinston,Lenoir,NC,USA,1,,1971,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,916,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789,1002,MACON ST,Kinston,Lenoir,NC,USA,1,,1966,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,1003,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,1005,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11023,1012,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13469,1016,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,1115,MACON ST,Kinston,Lenoir,NC,USA,1,,1904,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,1202,MACON ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7041,1204,MACON ST,Kinston,Lenoir,NC,USA,1,,1956,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,1215,MACON ST,Kinston,Lenoir,NC,USA,1,,1950,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13079,602,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,604,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13194,606,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14376,608,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12093,610,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,611,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1955,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,612,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,613,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1953,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14213,614,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12418,615,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1952,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,616,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1954,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9723,617,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1952,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973,619,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1952,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,623,MADISON AVE,Kinston,Lenoir,NC,USA,1,,1951,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24902,1301,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24275,1302,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24273,1303,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24272,1305,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24270,1313,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24157,1315,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23880,1319,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24269,1323,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25187,1325,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24134,1400,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23980,1402,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24150,1408,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24760,1409,MANCHESTER RD,Kinston,Lenoir,NC,USA,1,,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,405,MANNING ST,Kinston,Lenoir,NC,USA,1,,1927,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12854,407,MANNING ST,Kinston,Lenoir,NC,USA,1,,1928,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582,408,MANNING ST,Kinston,Lenoir,NC,USA,1,,1907,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,410,MANNING ST,Kinston,Lenoir,NC,USA,1,,1902,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,411,MANNING ST,Kinston,Lenoir,NC,USA,1,,1917,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,412,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12395,500,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5344,502,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14885,503,MANNING ST,Kinston,Lenoir,NC,USA,1,,1912,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11841,504,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,506,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11331,507,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13649,508,MANNING ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11071,509,MANNING ST,Kinston,Lenoir,NC,USA,1,,1930,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,511,MANNING ST,Kinston,Lenoir,NC,USA,1,,1916,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,1781,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1969,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,1783,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1968,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,1793,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1969,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,1794,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1964,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,1800,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1964,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,1818,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1966,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,1819,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1965,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1829,MAPLE LEAF RD,Kinston,Lenoir,NC,USA,1,,1965,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,401,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,402,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1965,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,404,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1963,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,405,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12230,407,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12858,501,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12771,505,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,507,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,509,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,601,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,605,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,607,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,609,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,611,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12012,613,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396,615,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11068,617,MARCELLA DR,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
