FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
27133,"Rock County, Minnesota",3923,3025,63,2.08 ,44,1.45 ,58,1.92 ,84,2.78,85,2.81,181,5.98,243,8.03,485,16.03,593,19.6,607,20.07,582,19.24
27135,"Roseau County, Minnesota",5833,4688,110,2.35 ,22,0.47 ,94,2.01 ,64,1.37,132,2.82,275,5.87,567,12.09,971,20.71,793,16.92,1003,21.4,657,14.01
27137,"St. Louis County, Minnesota",85726,61629,961,1.56 ,638,1.04 ,1388,2.25 ,1378,2.24,1773,2.88,3904,6.33,6442,10.45,11484,18.63,9473,15.37,13202,21.42,10986,17.83
27139,"Scott County, Minnesota",53014,44244,388,0.88 ,146,0.33 ,263,0.59 ,349,0.79,342,0.77,1340,3.03,2519,5.69,4761,10.76,4935,11.15,10693,24.17,18508,41.83
27141,"Sherburne County, Minnesota",34379,28655,350,1.22 ,268,0.94 ,181,0.63 ,277,0.97,389,1.36,1078,3.76,1810,6.32,4078,14.23,3973,13.86,7849,27.39,8402,29.32
27143,"Sibley County, Minnesota",5882,4782,90,1.88 ,34,0.71 ,103,2.15 ,79,1.65,139,2.91,243,5.08,632,13.22,836,17.48,754,15.77,1079,22.56,793,16.58
27145,"Stearns County, Minnesota",60509,40819,536,1.31 ,220,0.54 ,769,1.88 ,684,1.68,901,2.21,2034,4.98,3522,8.63,6828,16.73,7080,17.34,9418,23.07,8827,21.62
27147,"Steele County, Minnesota",15011,11624,154,1.32 ,44,0.38 ,161,1.39 ,169,1.45,258,2.22,748,6.43,798,6.87,1949,16.77,1854,15.95,2878,24.76,2611,22.46
27149,"Stevens County, Minnesota",3798,2575,19,0.74 ,10,0.39 ,23,0.89 ,30,1.17,50,1.94,183,7.11,277,10.76,394,15.3,531,20.62,546,21.2,512,19.88
27151,"Swift County, Minnesota",4154,3063,60,1.96 ,20,0.65 ,86,2.81 ,112,3.66,98,3.2,271,8.85,342,11.17,648,21.16,388,12.67,578,18.87,460,15.02
27153,"Todd County, Minnesota",9767,8154,94,1.15 ,58,0.71 ,266,3.26 ,299,3.67,359,4.4,646,7.92,1073,13.16,1442,17.68,1723,21.13,1466,17.98,728,8.93
27155,"Traverse County, Minnesota",1433,1139,20,1.76 ,3,0.26 ,52,4.57 ,45,3.95,37,3.25,84,7.37,143,12.55,197,17.3,169,14.84,210,18.44,179,15.72
27157,"Wabasha County, Minnesota",9229,7517,78,1.04 ,72,0.96 ,150,2.00 ,185,2.46,137,1.82,521,6.93,693,9.22,1393,18.53,1177,15.66,1697,22.58,1414,18.81
27159,"Wadena County, Minnesota",5734,4144,70,1.69 ,55,1.33 ,109,2.63 ,222,5.36,144,3.47,299,7.22,494,11.92,792,19.11,763,18.41,850,20.51,346,8.35
27161,"Waseca County, Minnesota",7493,6100,21,0.34 ,61,1.00 ,72,1.18 ,189,3.1,117,1.92,384,6.3,787,12.9,1092,17.9,929,15.23,1338,21.93,1110,18.2
27163,"Washington County, Minnesota",101177,82419,666,0.81 ,483,0.59 ,900,1.09 ,823,1,1160,1.41,2266,2.75,4507,5.47,9488,11.51,10060,12.21,19324,23.45,32742,39.73
27165,"Watonwan County, Minnesota",4301,3439,49,1.42 ,31,0.90 ,193,5.61 ,69,2.01,163,4.74,229,6.66,424,12.33,515,14.98,587,17.07,695,20.21,484,14.07
27167,"Wilkin County, Minnesota",2667,2143,32,1.49 ,28,1.31 ,33,1.54 ,84,3.92,48,2.24,112,5.23,192,8.96,535,24.97,325,15.17,429,20.02,325,15.17
27169,"Winona County, Minnesota",20215,13891,149,1.07 ,137,0.99 ,327,2.35 ,302,2.17,342,2.46,836,6.02,1645,11.84,2259,16.26,2313,16.65,3214,23.14,2367,17.04
27171,"Wright County, Minnesota",51523,42848,511,1.19 ,168,0.39 ,309,0.72 ,384,0.9,584,1.36,1708,3.99,2657,6.2,5674,13.24,6130,14.31,11484,26.8,13239,30.9
27173,"Yellow Medicine County, Minnesota",3978,3298,36,1.09 ,28,0.85 ,101,3.06 ,107,3.24,84,2.55,225,6.82,386,11.7,635,19.25,569,17.25,657,19.92,470,14.25
28001,"Adams County, Mississippi",11618,7552,337,4.46 ,196,2.60 ,496,6.57 ,616,8.16,316,4.18,786,10.41,1147,15.19,1128,14.94,1116,14.78,756,10.01,658,8.71
28003,"Alcorn County, Mississippi",13975,9211,321,3.48 ,133,1.44 ,389,4.22 ,504,5.47,491,5.33,893,9.69,1101,11.95,1896,20.58,1209,13.13,1364,14.81,910,9.88
28005,"Amite County, Mississippi",5834,4722,317,6.71 ,59,1.25 ,540,11.44 ,422,8.94,489,10.36,384,8.13,801,16.96,722,15.29,322,6.82,337,7.14,329,6.97
28007,"Attala County, Mississippi",6311,4746,160,3.37 ,67,1.41 ,388,8.18 ,227,4.78,186,3.92,634,13.36,779,16.41,705,14.85,252,5.31,818,17.24,530,11.17
28009,"Benton County, Mississippi",3086,2499,122,4.88 ,90,3.60 ,160,6.40 ,238,9.52,141,5.64,200,8,383,15.33,502,20.09,264,10.56,270,10.8,129,5.16
28011,"Bolivar County, Mississippi",11704,6976,242,3.47 ,120,1.72 ,586,8.40 ,432,6.19,300,4.3,722,10.35,996,14.28,1121,16.07,804,11.53,997,14.29,656,9.4
28013,"Calhoun County, Mississippi",5641,4015,96,2.39 ,56,1.39 ,229,5.70 ,248,6.18,324,8.07,438,10.91,560,13.95,841,20.95,530,13.2,556,13.85,137,3.41
28015,"Carroll County, Mississippi",4037,3323,30,0.90 ,101,3.04 ,356,10.71 ,176,5.3,207,6.23,314,9.45,422,12.7,598,18,311,9.36,441,13.27,367,11.04
28017,"Chickasaw County, Mississippi",6767,4590,133,2.90 ,284,6.19 ,348,7.58 ,440,9.59,142,3.09,408,8.89,682,14.86,747,16.27,625,13.62,562,12.24,219,4.77
28019,"Choctaw County, Mississippi",3532,2692,42,1.56 ,52,1.93 ,208,7.73 ,218,8.1,177,6.58,308,11.44,394,14.64,415,15.42,370,13.74,424,15.75,84,3.12
28021,"Claiborne County, Mississippi",2624,1980,155,7.83 ,26,1.31 ,162,8.18 ,156,7.88,136,6.87,269,13.59,316,15.96,395,19.95,180,9.09,100,5.05,85,4.29
28023,"Clarke County, Mississippi",6117,5242,259,4.94 ,153,2.92 ,413,7.88 ,316,6.03,226,4.31,620,11.83,424,8.09,1012,19.31,669,12.76,652,12.44,498,9.5
28025,"Clay County, Mississippi",7582,5178,317,6.12 ,114,2.20 ,315,6.08 ,295,5.7,196,3.79,828,15.99,692,13.36,803,15.51,851,16.43,512,9.89,255,4.92
28027,"Coahoma County, Mississippi",8387,4479,98,2.19 ,54,1.21 ,305,6.81 ,223,4.98,256,5.72,451,10.07,779,17.39,687,15.34,785,17.53,521,11.63,320,7.14
28029,"Copiah County, Mississippi",9841,7505,401,5.34 ,166,2.21 ,294,3.92 ,396,5.28,343,4.57,739,9.85,1242,16.55,1040,13.86,767,10.22,1088,14.5,1029,13.71
28031,"Covington County, Mississippi",6954,5241,244,4.66 ,80,1.53 ,565,10.78 ,409,7.8,254,4.85,343,6.54,819,15.63,874,16.68,383,7.31,790,15.07,480,9.16
28033,"DeSoto County, Mississippi",68353,52255,1160,2.22 ,399,0.76 ,936,1.79 ,1246,2.38,1737,3.32,2691,5.15,4814,9.21,8591,16.44,8135,15.57,11823,22.63,10723,20.52
28035,"Forrest County, Mississippi",29351,16406,126,0.77 ,215,1.31 ,840,5.12 ,412,2.51,683,4.16,1285,7.83,2284,13.92,3131,19.08,2496,15.21,2596,15.82,2338,14.25
28037,"Franklin County, Mississippi",2974,2257,66,2.92 ,48,2.13 ,143,6.34 ,246,10.9,180,7.98,223,9.88,292,12.94,331,14.67,294,13.03,212,9.39,222,9.84
28039,"George County, Mississippi",8978,7354,352,4.79 ,134,1.82 ,332,4.51 ,374,5.09,431,5.86,613,8.34,917,12.47,1279,17.39,1054,14.33,1186,16.13,682,9.27
28041,"Greene County, Mississippi",3910,2978,179,6.01 ,44,1.48 ,164,5.51 ,121,4.06,198,6.65,350,11.75,282,9.47,592,19.88,294,9.87,497,16.69,257,8.63
28043,"Grenada County, Mississippi",8434,5757,277,4.81 ,197,3.42 ,375,6.51 ,168,2.92,374,6.5,662,11.5,576,10.01,1144,19.87,627,10.89,717,12.45,640,11.12
28045,"Hancock County, Mississippi",19386,15644,245,1.57 ,418,2.67 ,582,3.72 ,556,3.55,559,3.57,886,5.66,2156,13.78,2668,17.05,2051,13.11,3143,20.09,2380,15.21
28047,"Harrison County, Mississippi",80191,47827,1241,2.59 ,680,1.42 ,1448,3.03 ,1692,3.54,1519,3.18,3806,7.96,6194,12.95,8366,17.49,6611,13.82,9140,19.11,7130,14.91
28049,"Hinds County, Mississippi",89585,51765,1334,2.58 ,777,1.50 ,2087,4.03 ,1781,3.44,1983,3.83,4134,7.99,7365,14.23,9769,18.87,7428,14.35,8551,16.52,6556,12.66
28051,"Holmes County, Mississippi",5798,3621,211,5.83 ,349,9.64 ,360,9.94 ,190,5.25,218,6.02,456,12.59,501,13.84,489,13.5,390,10.77,213,5.88,244,6.74
28053,"Humphreys County, Mississippi",2991,1793,57,3.18 ,20,1.12 ,172,9.59 ,66,3.68,149,8.31,295,16.45,286,15.95,212,11.82,159,8.87,156,8.7,221,12.33
28055,"Issaquena County, Mississippi",392,199,22,11.06 ,0,0.00 ,23,11.56 ,50,25.13,0,0,13,6.53,0,0,80,40.2,8,4.02,0,0,3,1.51
28057,"Itawamba County, Mississippi",8976,7160,193,2.70 ,49,0.68 ,444,6.20 ,136,1.9,429,5.99,876,12.23,1014,14.16,1157,16.16,1053,14.71,1432,20,377,5.27
28059,"Jackson County, Mississippi",55373,39390,1252,3.18 ,646,1.64 ,1242,3.15 ,1184,3.01,1456,3.7,3179,8.07,4140,10.51,7179,18.23,6221,15.79,6898,17.51,5993,15.21
28061,"Jasper County, Mississippi",6447,5437,322,5.92 ,96,1.77 ,171,3.15 ,267,4.91,526,9.67,518,9.53,915,16.83,802,14.75,732,13.46,760,13.98,328,6.03
28063,"Jefferson County, Mississippi",2530,1828,74,4.05 ,106,5.80 ,65,3.56 ,300,16.41,55,3.01,221,12.09,287,15.7,271,14.82,111,6.07,207,11.32,131,7.17
28065,"Jefferson Davis County, Mississippi",4453,3648,80,2.19 ,98,2.69 ,330,9.05 ,316,8.66,273,7.48,471,12.91,397,10.88,603,16.53,324,8.88,559,15.32,197,5.4
28067,"Jones County, Mississippi",24323,18156,493,2.72 ,282,1.55 ,602,3.32 ,1026,5.65,1241,6.84,2190,12.06,1832,10.09,3415,18.81,2566,14.13,2889,15.91,1620,8.92
28069,"Kemper County, Mississippi",3143,2413,91,3.77 ,54,2.24 ,146,6.05 ,73,3.03,326,13.51,170,7.05,537,22.25,451,18.69,244,10.11,99,4.1,222,9.2
28071,"Lafayette County, Mississippi",18702,12041,253,2.10 ,183,1.52 ,354,2.94 ,242,2.01,454,3.77,632,5.25,1549,12.86,1903,15.8,1598,13.27,1950,16.19,2923,24.28
28073,"Lamar County, Mississippi",24896,16717,285,1.70 ,274,1.64 ,451,2.70 ,360,2.15,337,2.02,1039,6.22,1422,8.51,3272,19.57,2483,14.85,3168,18.95,3626,21.69
28075,"Lauderdale County, Mississippi",28349,17766,740,4.17 ,530,2.98 ,1016,5.72 ,755,4.25,686,3.86,1780,10.02,1942,10.93,3444,19.39,2056,11.57,2832,15.94,1985,11.17
28077,"Lawrence County, Mississippi",4473,3519,138,3.92 ,93,2.64 ,280,7.96 ,153,4.35,165,4.69,257,7.3,739,21,724,20.57,332,9.43,366,10.4,272,7.73
28079,"Leake County, Mississippi",7369,5601,142,2.54 ,117,2.09 ,255,4.55 ,432,7.71,393,7.02,527,9.41,765,13.66,999,17.84,844,15.07,723,12.91,404,7.21
28081,"Lee County, Mississippi",32001,22383,441,1.97 ,137,0.61 ,591,2.64 ,834,3.73,867,3.87,1524,6.81,2385,10.66,3575,15.97,3867,17.28,4520,20.19,3642,16.27
28083,"Leflore County, Mississippi",9656,5299,176,3.32 ,266,5.02 ,349,6.59 ,292,5.51,314,5.93,686,12.95,635,11.98,604,11.4,735,13.87,506,9.55,736,13.89
28085,"Lincoln County, Mississippi",13070,9866,607,6.15 ,291,2.95 ,568,5.76 ,484,4.91,360,3.65,859,8.71,1338,13.56,1662,16.85,1132,11.47,1721,17.44,844,8.55
28087,"Lowndes County, Mississippi",22651,14011,424,3.03 ,310,2.21 ,696,4.97 ,650,4.64,630,4.5,975,6.96,1496,10.68,2188,15.62,2057,14.68,2646,18.89,1939,13.84
28089,"Madison County, Mississippi",42182,30571,663,2.17 ,262,0.86 ,519,1.70 ,512,1.67,505,1.65,1375,4.5,2630,8.6,4330,14.16,4299,14.06,6131,20.05,9345,30.57
28091,"Marion County, Mississippi",9102,7224,372,5.15 ,209,2.89 ,441,6.10 ,421,5.83,567,7.85,920,12.74,1328,18.38,844,11.68,852,11.79,722,9.99,548,7.59
28093,"Marshall County, Mississippi",12797,9910,282,2.85 ,137,1.38 ,501,5.06 ,350,3.53,483,4.87,892,9,1495,15.09,1763,17.79,946,9.55,1895,19.12,1166,11.77
28095,"Monroe County, Mississippi",13410,10135,363,3.58 ,157,1.55 ,481,4.75 ,521,5.14,467,4.61,949,9.36,1371,13.53,1849,18.24,1374,13.56,1537,15.17,1066,10.52
28097,"Montgomery County, Mississippi",3830,2552,242,9.48 ,17,0.67 ,237,9.29 ,74,2.9,123,4.82,155,6.07,496,19.44,385,15.09,275,10.78,269,10.54,279,10.93
28099,"Neshoba County, Mississippi",10199,7348,285,3.88 ,51,0.69 ,354,4.82 ,443,6.03,388,5.28,707,9.62,955,13,1326,18.05,1062,14.45,1247,16.97,530,7.21
28101,"Newton County, Mississippi",7706,6135,124,2.02 ,150,2.44 ,315,5.13 ,178,2.9,354,5.77,684,11.15,949,15.47,1318,21.48,586,9.55,886,14.44,591,9.63
28103,"Noxubee County, Mississippi",3696,2759,142,5.15 ,111,4.02 ,178,6.45 ,146,5.29,79,2.86,334,12.11,482,17.47,609,22.07,267,9.68,317,11.49,94,3.41
28105,"Oktibbeha County, Mississippi",21165,10052,351,3.49 ,93,0.93 ,442,4.40 ,232,2.31,275,2.74,435,4.33,1214,12.08,1403,13.96,1556,15.48,1740,17.31,2311,22.99
28107,"Panola County, Mississippi",12392,8788,236,2.69 ,141,1.60 ,485,5.52 ,484,5.51,437,4.97,733,8.34,945,10.75,1667,18.97,1362,15.5,1215,13.83,1083,12.32
28109,"Pearl River County, Mississippi",21188,17007,643,3.78 ,301,1.77 ,773,4.55 ,843,4.96,781,4.59,1401,8.24,2292,13.48,2847,16.74,2367,13.92,2936,17.26,1823,10.72
28111,"Perry County, Mississippi",4462,3573,14,0.39 ,111,3.11 ,235,6.58 ,190,5.32,214,5.99,403,11.28,491,13.74,712,19.93,519,14.53,398,11.14,286,8
28113,"Pike County, Mississippi",14745,9597,561,5.85 ,506,5.27 ,763,7.95 ,587,6.12,361,3.76,694,7.23,1648,17.17,1627,16.95,1215,12.66,751,7.83,884,9.21
28115,"Pontotoc County, Mississippi",11630,8391,253,3.02 ,60,0.72 ,376,4.48 ,415,4.95,208,2.48,789,9.4,1155,13.76,1412,16.83,1358,16.18,1602,19.09,763,9.09
28117,"Prentiss County, Mississippi",9296,7213,164,2.27 ,179,2.48 ,438,6.07 ,311,4.31,460,6.38,505,7,1076,14.92,1263,17.51,1062,14.72,1138,15.78,617,8.55
28119,"Quitman County, Mississippi",2656,1523,37,2.43 ,63,4.14 ,123,8.08 ,136,8.93,100,6.57,230,15.1,227,14.9,259,17.01,130,8.54,155,10.18,63,4.14
28121,"Rankin County, Mississippi",58982,45381,730,1.61 ,252,0.56 ,923,2.03 ,984,2.17,1084,2.39,2717,5.99,3970,8.75,8241,18.16,7057,15.55,10241,22.57,9182,20.23
28123,"Scott County, Mississippi",9696,7114,221,3.11 ,152,2.14 ,380,5.34 ,304,4.27,865,12.16,840,11.81,615,8.64,1197,16.83,1041,14.63,1031,14.49,468,6.58
28125,"Sharkey County, Mississippi",1374,796,9,1.13 ,16,2.01 ,22,2.76 ,80,10.05,47,5.9,91,11.43,75,9.42,143,17.96,30,3.77,230,28.89,53,6.66
28127,"Simpson County, Mississippi",9534,7769,227,2.92 ,152,1.96 ,218,2.81 ,418,5.38,336,4.32,785,10.1,1069,13.76,1739,22.38,908,11.69,1027,13.22,890,11.46
28129,"Smith County, Mississippi",5450,4746,177,3.73 ,119,2.51 ,350,7.37 ,284,5.98,511,10.77,358,7.54,374,7.88,825,17.38,693,14.6,725,15.28,330,6.95
28131,"Stone County, Mississippi",6517,5079,70,1.38 ,178,3.50 ,107,2.11 ,412,8.11,108,2.13,511,10.06,505,9.94,876,17.25,944,18.59,1013,19.94,355,6.99
28133,"Sunflower County, Mississippi",8136,4556,180,3.95 ,59,1.29 ,226,4.96 ,259,5.68,244,5.36,436,9.57,667,14.64,711,15.61,712,15.63,762,16.73,300,6.58
28135,"Tallahatchie County, Mississippi",4301,2740,55,2.01 ,77,2.81 ,248,9.05 ,191,6.97,208,7.59,332,12.12,391,14.27,526,19.2,212,7.74,278,10.15,222,8.1
28137,"Tate County, Mississippi",10496,7735,209,2.70 ,26,0.34 ,323,4.18 ,204,2.64,255,3.3,627,8.11,984,12.72,1668,21.56,1115,14.41,1500,19.39,824,10.65
28139,"Tippah County, Mississippi",8091,5879,55,0.94 ,131,2.23 ,298,5.07 ,297,5.05,529,9,605,10.29,738,12.55,997,16.96,922,15.68,904,15.38,403,6.85
28141,"Tishomingo County, Mississippi",8463,6230,337,5.41 ,218,3.50 ,256,4.11 ,566,9.09,228,3.66,485,7.78,836,13.42,1091,17.51,941,15.1,736,11.81,536,8.6
28143,"Tunica County, Mississippi",3595,1571,103,6.56 ,0,0.00 ,68,4.33 ,156,9.93,49,3.12,97,6.17,233,14.83,373,23.74,145,9.23,214,13.62,133,8.47
28145,"Union County, Mississippi",10227,7626,122,1.60 ,116,1.52 ,284,3.72 ,569,7.46,269,3.53,631,8.27,984,12.9,1413,18.53,1219,15.98,1143,14.99,876,11.49
28147,"Walthall County, Mississippi",5290,4339,246,5.67 ,247,5.69 ,331,7.63 ,347,8,184,4.24,539,12.42,650,14.98,413,9.52,488,11.25,515,11.87,379,8.73
28149,"Warren County, Mississippi",16823,12074,376,3.11 ,210,1.74 ,559,4.63 ,416,3.45,375,3.11,1215,10.06,1263,10.46,2169,17.96,1637,13.56,2023,16.76,1831,15.16
28151,"Washington County, Mississippi",17290,9986,365,3.66 ,325,3.25 ,718,7.19 ,581,5.82,379,3.8,1071,10.73,1384,13.86,1779,17.81,1214,12.16,1090,10.92,1080,10.82
28153,"Wayne County, Mississippi",7410,6468,197,3.05 ,346,5.35 ,587,9.08 ,461,7.13,865,13.37,719,11.12,598,9.25,1000,15.46,507,7.84,717,11.09,471,7.28
28155,"Webster County, Mississippi",4065,3166,25,0.79 ,38,1.20 ,133,4.20 ,76,2.4,144,4.55,234,7.39,499,15.76,637,20.12,578,18.26,510,16.11,292,9.22
28157,"Wilkinson County, Mississippi",3264,2680,65,2.43 ,70,2.61 ,111,4.14 ,158,5.9,383,14.29,583,21.75,142,5.3,580,21.64,288,10.75,164,6.12,136,5.07
28159,"Winston County, Mississippi",7131,5096,47,0.92 ,55,1.08 ,196,3.85 ,343,6.73,388,7.61,587,11.52,547,10.73,1076,21.11,666,13.07,768,15.07,423,8.3
28161,"Yalobusha County, Mississippi",5106,3557,86,2.42 ,69,1.94 ,262,7.37 ,319,8.97,102,2.87,427,12,373,10.49,658,18.5,500,14.06,449,12.62,312,8.77
28163,"Yazoo County, Mississippi",8807,5057,161,3.18 ,74,1.46 ,351,6.94 ,209,4.13,153,3.03,625,12.36,482,9.53,1143,22.6,714,14.12,752,14.87,393,7.77
29001,"Adair County, Missouri",8864,5483,50,0.91 ,71,1.29 ,199,3.63 ,386,7.04,162,2.95,338,6.16,660,12.04,1275,23.25,845,15.41,789,14.39,708,12.91
29003,"Andrew County, Missouri",6865,5383,162,3.01 ,17,0.32 ,163,3.03 ,159,2.95,141,2.62,345,6.41,570,10.59,1026,19.06,755,14.03,1273,23.65,772,14.34
29005,"Atchison County, Missouri",2351,1693,37,2.19 ,17,1.00 ,55,3.25 ,75,4.43,88,5.2,180,10.63,186,10.99,372,21.97,203,11.99,358,21.15,122,7.21
29007,"Audrain County, Missouri",8968,6459,184,2.85 ,54,0.84 ,126,1.95 ,166,2.57,275,4.26,793,12.28,750,11.61,1306,20.22,983,15.22,1111,17.2,711,11.01
29009,"Barry County, Missouri",13415,9820,200,2.04 ,140,1.43 ,264,2.69 ,329,3.35,390,3.97,1045,10.64,1438,14.64,1869,19.03,1370,13.95,1651,16.81,1124,11.45
29011,"Barton County, Missouri",4477,3144,58,1.84 ,68,2.16 ,180,5.73 ,224,7.12,90,2.86,355,11.29,323,10.27,676,21.5,414,13.17,506,16.09,250,7.95
29013,"Bates County, Missouri",5929,4335,97,2.24 ,71,1.64 ,172,3.97 ,112,2.58,198,4.57,417,9.62,559,12.9,743,17.14,641,14.79,875,20.18,450,10.38
29015,"Benton County, Missouri",8146,6732,240,3.57 ,88,1.31 ,318,4.72 ,399,5.93,330,4.9,863,12.82,873,12.97,1230,18.27,963,14.3,994,14.77,434,6.45
29017,"Bollinger County, Missouri",3791,3052,39,1.28 ,27,0.88 ,224,7.34 ,153,5.01,194,6.36,372,12.19,301,9.86,609,19.95,520,17.04,495,16.22,118,3.87
29019,"Boone County, Missouri",74269,42753,535,1.25 ,423,0.99 ,648,1.52 ,967,2.26,673,1.57,1960,4.58,3755,8.78,7312,17.1,6182,14.46,9645,22.56,10653,24.92
29021,"Buchanan County, Missouri",33363,21148,513,2.43 ,273,1.29 ,525,2.48 ,626,2.96,556,2.63,1770,8.37,2598,12.28,3912,18.5,3541,16.74,3621,17.12,3213,15.19
29023,"Butler County, Missouri",16269,10636,177,1.66 ,177,1.66 ,550,5.17 ,371,3.49,568,5.34,1369,12.87,1232,11.58,2111,19.85,1539,14.47,1675,15.75,867,8.15
29025,"Caldwell County, Missouri",3480,2784,101,3.63 ,65,2.33 ,61,2.19 ,109,3.92,121,4.35,246,8.84,318,11.42,660,23.71,477,17.13,424,15.23,202,7.26
29027,"Callaway County, Missouri",15981,12352,218,1.76 ,136,1.10 ,156,1.26 ,399,3.23,414,3.35,837,6.78,1194,9.67,2541,20.57,2148,17.39,2730,22.1,1579,12.78
29029,"Camden County, Missouri",16494,13508,387,2.86 ,284,2.10 ,470,3.48 ,439,3.25,452,3.35,1004,7.43,1827,13.53,2467,18.26,1923,14.24,2065,15.29,2190,16.21
29031,"Cape Girardeau County, Missouri",31578,21205,355,1.67 ,252,1.19 ,373,1.76 ,527,2.49,727,3.43,1302,6.14,2212,10.43,3907,18.42,3574,16.85,4687,22.1,3289,15.51
29033,"Carroll County, Missouri",3367,2394,75,3.13 ,25,1.04 ,36,1.50 ,73,3.05,127,5.3,223,9.31,237,9.9,511,21.35,418,17.46,424,17.71,245,10.23
29035,"Carter County, Missouri",1925,1335,67,5.02 ,1,0.07 ,42,3.15 ,55,4.12,26,1.95,157,11.76,172,12.88,118,8.84,258,19.33,230,17.23,209,15.66
29037,"Cass County, Missouri",41524,31622,206,0.65 ,162,0.51 ,251,0.79 ,612,1.94,591,1.87,1722,5.45,2835,8.97,5149,16.28,4871,15.4,7968,25.2,7255,22.94
29039,"Cedar County, Missouri",5476,4028,117,2.90 ,4,0.10 ,106,2.63 ,201,4.99,538,13.36,427,10.6,673,16.71,607,15.07,537,13.33,472,11.72,346,8.59
29041,"Chariton County, Missouri",2591,2116,44,2.08 ,34,1.61 ,64,3.02 ,76,3.59,63,2.98,202,9.55,235,11.11,491,23.2,317,14.98,381,18.01,209,9.88
29043,"Christian County, Missouri",33411,25368,359,1.42 ,112,0.44 ,529,2.09 ,574,2.26,633,2.5,1251,4.93,2284,9,4490,17.7,4620,18.21,5953,23.47,4563,17.99
29045,"Clark County, Missouri",2300,1804,17,0.94 ,13,0.72 ,50,2.77 ,19,1.05,158,8.76,221,12.25,219,12.14,389,21.56,296,16.41,243,13.47,179,9.92
29047,"Clay County, Missouri",99501,67850,757,1.12 ,547,0.81 ,658,0.97 ,778,1.15,1138,1.68,3361,4.95,5706,8.41,9738,14.35,11307,16.66,17125,25.24,16735,24.66
29049,"Clinton County, Missouri",8047,6111,196,3.21 ,67,1.10 ,111,1.82 ,186,3.04,200,3.27,335,5.48,725,11.86,1201,19.65,1058,17.31,1223,20.01,809,13.24
29051,"Cole County, Missouri",30151,20279,340,1.68 ,153,0.75 ,236,1.16 ,347,1.71,579,2.86,1019,5.02,1864,9.19,3387,16.7,3349,16.51,5206,25.67,3799,18.73
29053,"Cooper County, Missouri",6125,4708,131,2.78 ,93,1.98 ,126,2.68 ,142,3.02,133,2.82,408,8.67,518,11,844,17.93,844,17.93,1050,22.3,419,8.9
29055,"Crawford County, Missouri",9285,6794,46,0.68 ,130,1.91 ,346,5.09 ,388,5.71,251,3.69,712,10.48,822,12.1,1537,22.62,1068,15.72,966,14.22,528,7.77
29057,"Dade County, Missouri",3020,2304,60,2.60 ,31,1.35 ,122,5.30 ,121,5.25,115,4.99,253,10.98,370,16.06,399,17.32,298,12.93,351,15.23,184,7.99
29059,"Dallas County, Missouri",6604,4994,98,1.96 ,43,0.86 ,112,2.24 ,319,6.39,416,8.33,520,10.41,718,14.38,1007,20.16,615,12.31,811,16.24,335,6.71
29061,"Daviess County, Missouri",3016,2353,21,0.89 ,48,2.04 ,96,4.08 ,83,3.53,81,3.44,229,9.73,300,12.75,519,22.06,387,16.45,349,14.83,240,10.2
29063,"DeKalb County, Missouri",3715,2595,34,1.31 ,11,0.42 ,51,1.97 ,87,3.35,99,3.82,172,6.63,253,9.75,439,16.92,533,20.54,588,22.66,328,12.64
29065,"Dent County, Missouri",5825,4360,94,2.16 ,50,1.15 ,264,6.06 ,188,4.31,115,2.64,442,10.14,575,13.19,905,20.76,573,13.14,937,21.49,217,4.98
29067,"Douglas County, Missouri",4616,3752,143,3.81 ,243,6.48 ,177,4.72 ,211,5.62,182,4.85,391,10.42,511,13.62,690,18.39,464,12.37,549,14.63,191,5.09
29069,"Dunklin County, Missouri",11134,6959,146,2.10 ,108,1.55 ,321,4.61 ,370,5.32,249,3.58,645,9.27,892,12.82,1576,22.65,1042,14.97,914,13.13,696,10
29071,"Franklin County, Missouri",41512,32206,548,1.70 ,287,0.89 ,569,1.77 ,787,2.44,1150,3.57,1686,5.24,3541,10.99,5824,18.08,5379,16.7,6904,21.44,5531,17.17
29073,"Gasconade County, Missouri",5970,4818,59,1.22 ,84,1.74 ,61,1.27 ,141,2.93,156,3.24,551,11.44,515,10.69,1038,21.54,847,17.58,831,17.25,535,11.1
