FIPS,STATE,COUNTY,Geographic Area Name,Utility Name,Latitude,Longitude,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage of Less than 10,000 (Income)","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more (Income)",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income), Percentage of Below Poverty Level All People (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)","Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill,Year
36109,New York,Tompkins,"Tompkins County, New York",,,,4.69,41.88,8.72,3.45,6.26,7.54,11.59,15.6,11.79,16.11,8.48,10.46,26.41,3.32,2.57,8.02,5.5,1.19,0.64,0.89,1.03,1.88,4.57,6.69,16.67,13.34,22.55,30.54,Combined,4000,80,960,2022
37003,North Carolina,Alexander,"Alexander County, North Carolina",,,,5.58,41.93,4.12,4.7,8.97,8.92,12.38,22.4,14.02,16.25,4.54,3.71,41.82,6.63,1.9,8.93,9.7,1.77,0.76,3.68,3.21,5.14,7.93,12.18,20.83,15.99,18.78,9.71,Combined,4000,80,960,2022
37005,North Carolina,Alleghany,"Alleghany County, North Carolina",,,,5.32,50.63,6,6.93,13.31,12.9,17.14,14.1,11.16,10.94,2.82,4.72,46.45,5.55,1.03,10.8,15.4,3.09,2.04,5.69,7.04,3.95,11.95,15.9,14.94,13.38,13.23,8.78,Combined,4000,80,960,2022
37009,North Carolina,Ashe,"Ashe County, North Carolina",,,,5.1,45.99,6.53,4.57,12.58,12.16,15.03,19.77,10.61,10.49,6.23,2.03,44.78,5.26,0.58,12.13,9.7,2.44,0.81,3.74,4.1,5.81,11.55,15.61,21.73,11.92,12.54,9.76,Combined,4000,80,960,2022
37011,North Carolina,Avery,"Avery County, North Carolina",,,,5.01,54.7,4.97,5.23,11.54,10.43,15.03,17.71,12.11,12.73,4.81,5.43,46.88,5.37,2.33,9.38,7.6,1.73,2.95,3.91,4.22,4.62,10.41,13.32,17.56,13.38,15.16,12.75,Combined,4000,80,960,2022
37021,North Carolina,Buncombe,"Buncombe County, North Carolina",,,,3.64,39.48,3.95,4.32,8.72,8.16,12.72,18.3,12.8,15.68,6.58,8.78,36.38,3.28,1.24,8.65,7.5,1.38,1.09,2.56,3.38,2.74,5.85,10.29,17.53,14.28,19.98,20.91,Combined,4000,80,960,2022
37023,North Carolina,Burke,"Burke County, North Carolina",,,,5.99,42.95,5.43,5.26,11.04,9.07,16.17,18.02,12.96,14.18,4.01,3.86,41.25,4.64,1.92,14.03,14.4,2.64,1.05,4.43,3.84,4.1,7.43,15.94,18.63,14.94,17.17,9.83,Combined,4000,80,960,2022
37027,North Carolina,Caldwell,"Caldwell County, North Carolina",,,,5.78,41.94,3.99,5.52,12.81,11.7,13.28,18.17,12.19,15.02,4.5,2.84,43.03,6.27,0.82,12.19,11.1,1.43,0.74,4.17,4.87,5.65,10.54,12.49,18.94,13.36,18.73,9.08,Combined,4000,80,960,2022
37035,North Carolina,Catawba,"Catawba County, North Carolina",,,,5.14,38.68,5.05,4.07,8.91,9.43,13.01,19.09,13.53,15.66,5.5,5.75,35.34,4.75,2.68,12.08,10.3,2.67,0.74,2.79,3.21,4.39,7.08,12.18,18.19,15.01,18.88,14.86,Combined,4000,80,960,2022
37039,North Carolina,Cherokee,"Cherokee County, North Carolina",,,,4.92,51.59,4.37,6.88,11.22,13.14,15.36,19.12,12.44,11.35,3.24,2.89,52.02,5.67,0.81,10.3,13,2.57,1.36,7.02,2.76,4.99,12.07,15.3,20.57,12.84,13.42,7.11,Combined,4000,80,960,2022
37043,North Carolina,Clay,"Clay County, North Carolina",,,,3.96,53.09,3.23,11.14,10.45,10.85,10.94,14.08,11.59,19.52,3.95,4.25,54.8,8.24,1.43,10.94,7,0.28,2.46,8.31,3.77,7.28,10.74,10.56,14.77,13.18,18.44,10.21,Combined,4000,80,960,2022
37045,North Carolina,Cleveland,"Cleveland County, North Carolina",,,,6.42,42.09,7.16,5.99,10.57,10.95,14.81,16.35,12.35,13.12,4.74,3.97,41.23,5.2,2.01,19.29,15.7,3.23,1.91,3.25,3.6,4.49,9.09,13.95,18.04,14.4,16.77,11.28,Combined,4000,80,960,2022
37059,North Carolina,Davie,"Davie County, North Carolina",,,,4.56,41.11,3.84,2.99,7.22,6.67,14.6,18.79,12.05,18.85,8.04,6.95,40.5,5.51,1.73,10.85,10.4,0.91,0.9,2.18,2.42,3.84,5.44,13.65,19.64,13.22,21.11,16.69,Combined,4000,80,960,2022
37067,North Carolina,Forsyth,"Forsyth County, North Carolina",,,,5.58,38.3,6.07,4.6,8.83,10.03,12.25,16.96,12.76,14.9,6.43,7.17,32.46,4.63,1.52,12.88,12.6,1.81,1.53,2.16,2.4,3.42,7.64,10.34,17.07,14.32,19.82,19.5,Combined,4000,80,960,2022
37075,North Carolina,Graham,"Graham County, North Carolina",,,,7.66,48.52,7.61,3.84,9.85,10.38,21.74,19.38,8.62,10.63,6.32,1.64,43.06,10.19,0.44,12.96,8.7,3.23,1.89,2.28,6.18,2.2,9.72,23.38,19.56,9.72,12.95,8.89,Combined,4000,80,960,2022
37087,North Carolina,Haywood,"Haywood County, North Carolina",,,,3.52,44.47,4.73,5.31,10.51,11.17,13.66,15.37,12.45,17.31,3.82,5.68,45.06,6.13,1.76,11.59,9.3,2.42,1.6,2.01,4.3,4.1,10.04,13.45,16.97,13.66,19.27,12.19,Combined,4000,80,960,2022
37089,North Carolina,Henderson,"Henderson County, North Carolina",,,,3.53,42,5.05,3.43,7.47,9.75,12.59,18.25,14.39,16.37,6.44,6.27,43.47,3.7,2.21,8.16,9.1,2.32,1.66,2.27,3.27,3.21,7.54,10.45,17.89,15.93,19.46,15.99,Combined,4000,80,960,2022
37099,North Carolina,Jackson,"Jackson County, North Carolina",,,,5.95,43.8,5.76,8.52,8.94,9.82,15.62,17.78,12.71,12.67,3.83,4.34,39.88,3.81,1.43,10.06,12.6,1.28,0.75,5.27,4.38,2.89,7.7,14.02,18.97,14.74,18.21,11.78,Combined,4000,80,960,2022
37111,North Carolina,McDowell,"McDowell County, North Carolina",,,,5.52,46.15,5.35,5.42,8.56,12,16.18,18.89,13.12,12.6,4.6,3.28,42.27,6.77,1.77,17.17,11.1,1.88,2.22,2.71,5.15,3.06,10.05,15.39,20.3,13.84,15.38,10,Combined,4000,80,960,2022
37113,North Carolina,Macon,"Macon County, North Carolina",,,,3.46,48,5.98,7.1,11.97,10.36,13.82,17.99,12.27,11.53,4.57,4.4,47.29,5.37,1.44,9.6,10.8,2.42,1.93,5.8,4.32,5.39,10.29,12.91,18.89,13.62,13.75,10.67,Combined,4000,80,960,2022
37115,North Carolina,Madison,"Madison County, North Carolina",,,,1.72,45.58,6.48,6.87,10.03,10.7,11.53,13.57,14.7,14.12,5.93,6.07,44,3.95,0.9,12.42,7,2.27,1.76,3.99,3.31,5.16,10.85,9.2,15.32,16.2,17.03,14.9,Combined,4000,80,960,2022
37121,North Carolina,Mitchell,"Mitchell County, North Carolina",,,,6.35,44.85,6.59,7.22,10.05,8.78,14,18.07,14.72,11.98,5.48,3.1,46.81,6.02,1.74,14.34,8.4,2.47,2.64,5.48,3.65,5.67,6.84,13.33,19.35,15.95,14.67,9.97,Combined,4000,80,960,2022
37149,North Carolina,Polk,"Polk County, North Carolina",,,,4.26,46.76,5.12,5.18,8.89,10.91,11.44,18.7,13.92,14.47,5.34,6.04,51.35,3.41,2.89,9.03,7.9,2.94,1.44,3.5,4.77,3.92,7.65,11.76,19.01,14.49,17.12,13.4,Combined,4000,80,960,2022
37161,North Carolina,Rutherford,"Rutherford County, North Carolina",,,,5.98,46.7,5.61,6.52,11.79,11.57,14.12,18.97,11.53,11.64,4.14,4.12,43.72,6.42,2.22,18.64,14.5,2.65,1.44,4.44,4.66,4.95,10.41,14.83,19.67,12.72,13.68,10.54,Combined,4000,80,960,2022
37169,North Carolina,Stokes,"Stokes County, North Carolina",,,,5.34,44.51,3.63,5.87,9.35,8.93,14.92,20.59,15.35,13.24,5.13,2.99,40.64,5.11,3.76,13.34,9.7,1.52,1.18,4.48,3.06,3.69,8.03,12.75,23.11,16.5,15.78,9.9,Combined,4000,80,960,2022
37171,North Carolina,Surry,"Surry County, North Carolina",,,,4.85,42.55,6.42,7.44,11.78,11.21,11.37,14.62,14.67,14.96,4.13,3.42,41.49,6.63,2.17,17.55,14,2.63,2.03,4.89,4.15,4.79,10.62,10.87,14.09,17.37,18.59,9.96,Combined,4000,80,960,2022
37173,North Carolina,Swain,"Swain County, North Carolina",,,,7.51,44.82,6.12,7.51,12.51,8.41,13.42,13.55,11.79,17.22,6.25,3.22,40.76,7.67,2.99,13.78,17,3.85,0.29,4.09,5.13,6.02,9.21,11.97,14.2,12.91,20.82,11.51,Combined,4000,80,960,2022
37175,North Carolina,Transylvania,"Transylvania County, North Carolina",,,,3.98,48.16,5.9,4.35,7.45,8.97,15.27,17.43,12.99,15.56,6.14,5.94,50.18,4.06,1.54,10.26,9.1,1.4,2.93,1.5,2.68,2.22,9.01,13.25,17.6,14.42,19.58,15.4,Combined,4000,80,960,2022
37189,North Carolina,Watauga,"Watauga County, North Carolina",,,,9.33,40.24,10.78,5.5,10.05,9.78,13.88,14.26,11.55,13.16,5.4,5.65,31.26,2.46,1.14,6.42,7,2.57,2.34,1.08,6.47,2.24,6.66,12.47,17.06,14.22,18.14,16.76,Combined,4000,80,960,2022
37193,North Carolina,Wilkes,"Wilkes County, North Carolina",,,,5.97,43.97,5.06,6.12,11.61,11.19,16.73,18.97,12.59,11.7,3.86,2.17,45.16,6.29,1.66,15.4,14.6,2.02,1.65,4.41,4.5,4.48,9.42,16.51,19.84,14.87,14.51,7.79,Combined,4000,80,960,2022
37197,North Carolina,Yadkin,"Yadkin County, North Carolina",,,,5.24,41.33,4.38,2.96,12.52,10.51,14.84,17,13.95,12.53,5.65,5.66,41.78,6.19,1.8,12.14,11.9,1.73,0.64,1.26,4.9,4.95,8.8,14.51,17.86,16.82,14.73,13.8,Combined,4000,80,960,2022
37199,North Carolina,Yancey,"Yancey County, North Carolina",,,,7.58,46.21,8.61,5.83,9.02,9.2,15.03,18.22,10.89,14.75,4.56,3.89,47.33,4.96,2.77,11.78,10.8,2.87,3.91,4.09,3.25,3.8,8.89,15.43,18.27,11.52,17.19,10.78,Combined,4000,80,960,2022
39001,Ohio,Adams,"Adams County, Ohio",,,,5.78,48.99,7.59,7.06,13.52,12.09,12.11,14.8,11.91,13.64,3.42,3.86,40.38,8.08,3.9,20.13,16.4,3.25,0.95,3.64,7.22,4.37,9.21,14.3,15.44,13.31,18.31,9.98,Combined,4000,80,960,2022
39007,Ohio,Ashtabula,"Ashtabula County, Ohio",,,,7.59,42.12,5.91,5.89,10.91,9.77,14.94,18.46,12.9,13.03,4.88,3.31,38.77,6.14,2.29,17.06,14.8,1.9,1.73,2.79,3.47,4.93,7.8,15.23,19.44,15.08,16.97,10.65,Combined,4000,80,960,2022
39009,Ohio,Athens,"Athens County, Ohio",,,,5.7,43.71,10.39,7.11,11.69,9.35,12.23,14.78,12.04,13.53,4.51,4.38,27.08,8.25,2.74,14.79,11.2,3.5,1.44,1.87,3.74,3.16,9.37,13.03,15.95,14.7,19.7,13.55,Combined,4000,80,960,2022
39013,Ohio,Belmont,"Belmont County, Ohio",,,,6.04,45.73,5.79,5.48,7.68,10.94,13.68,19.24,13.83,14.58,4.6,4.18,39.29,9.39,2.13,13.73,10.9,1.27,1.91,2.58,1.95,3.64,9.24,13.99,20.79,15.74,17.77,11.13,Combined,4000,80,960,2022
39015,Ohio,Brown,"Brown County, Ohio",,,,4.38,42.98,4.05,7.56,9.84,6.92,10.7,17.21,16.06,18.66,3.82,5.18,37.55,8.49,2,15.7,12.8,1.27,1.06,4,3.16,3.31,6.15,10.97,18.86,17.06,23.14,11.01,Combined,4000,80,960,2022
39019,Ohio,Carroll,"Carroll County, Ohio",,,,3.92,43.67,4.63,3.62,9.31,8.3,14.48,21.87,12.74,15.56,4.5,4.98,36.95,7.33,1.92,11.85,10.3,1.67,0.63,2.12,2.99,2.96,6.31,14.16,25.14,13.88,18.37,11.78,Combined,4000,80,960,2022
39025,Ohio,Clermont,"Clermont County, Ohio",,,,4.12,34.8,3.3,3.09,7.02,7.08,9.47,16.74,15,18.54,9.85,9.9,32.55,5.72,1.92,7.36,5.6,1.37,0.73,1.47,2.1,2.83,4.89,8.33,15.49,14.99,22.66,25.15,Combined,4000,80,960,2022
39029,Ohio,Columbiana,"Columbiana County, Ohio",,,,4.91,41.95,5.05,4.7,10.97,10.68,13.98,17.33,14.63,14.05,5.75,2.86,36.93,7.33,2.14,14.34,10.4,2.31,1.21,2.47,3.26,4.41,9.72,12.09,18.03,17.38,17.72,11.39,Combined,4000,80,960,2022
39031,Ohio,Coshocton,"Coshocton County, Ohio",,,,6.12,42.89,7.27,5.89,9.77,11.05,14.01,17.36,14.12,13.37,4.72,2.45,36.71,6.75,2.73,18.11,15.4,2.96,0.67,2.19,4.24,4.07,10.22,13.84,19.33,16.72,16.15,9.6,Combined,4000,80,960,2022
39053,Ohio,Gallia,"Gallia County, Ohio",,,,4.1,47.33,6.18,6.15,8.74,10.27,13.83,19.68,10.09,16.39,4.56,4.11,41.65,6.81,1.65,16.54,13.7,1.85,1.96,4.5,4.48,3.29,8.58,13.51,21.17,12.02,18.06,10.59,Combined,4000,80,960,2022
39059,Ohio,Guernsey,"Guernsey County, Ohio",,,,4.56,43.32,6.5,4.36,10.23,11.02,14.74,19.34,13.67,12.97,4.05,3.12,35.95,7.43,3.08,16.88,13.9,1.53,2.27,2.05,3.01,3.91,9.75,14.99,21.75,16,15.18,9.56,Combined,4000,80,960,2022
39067,Ohio,Harrison,"Harrison County, Ohio",,,,4.5,49.62,5.48,6.1,10.4,10.71,14.86,16.99,13.97,14.28,3.59,3.62,39.92,7.86,1.93,13.95,11.7,2.26,0.98,4.44,4.55,6.5,8.27,14.19,17.68,15.97,15.97,9.2,Combined,4000,80,960,2022
39071,Ohio,Highland,"Highland County, Ohio",,,,4.37,41.66,4.76,5.05,9.83,8.63,13.17,21.83,12.11,17.8,4.83,1.98,37.94,8.03,3.39,16.54,11.4,1.58,1.45,2.99,3.85,2.54,7.28,11.92,22.6,15.27,22.39,8.14,Combined,4000,80,960,2022
39073,Ohio,Hocking,"Hocking County, Ohio",,,,4.71,41.27,5.25,4.2,9.68,9.97,12.75,16.73,15.47,19.04,4.05,2.85,34.87,8.05,2.67,17.47,12.4,2.38,0.31,2.2,3.25,4.42,8.47,10.9,18.61,17.84,22.95,8.66,Combined,4000,80,960,2022
39075,Ohio,Holmes,"Holmes County, Ohio",,,,1.98,35.04,3.81,2.56,5.73,7.82,9.73,21.96,14.23,17.82,9.03,7.31,23.16,3.19,1.69,3.57,7.6,1.2,1.09,1.51,1.78,2.01,5.75,9.66,21.95,14.61,20.04,20.4,Combined,4000,80,960,2022
39079,Ohio,Jackson,"Jackson County, Ohio",,,,5.91,43.33,6.6,5.18,10.66,8.66,12.97,21.06,13.17,13.67,3.88,4.16,36.08,7.34,3,17.84,12.7,2.54,2.04,3.5,4.32,3.13,6.38,13.22,22.29,15.29,16.64,10.66,Combined,4000,80,960,2022
39081,Ohio,Jefferson,"Jefferson County, Ohio",,,,5.55,45.29,7.41,5.44,10.94,10.54,12.58,19.2,11.99,14.49,4.09,3.33,39.19,7.21,1.85,15.74,14.7,2.26,1.64,2.44,3.55,5.01,9.79,12.07,21.11,14.82,17.79,9.53,Combined,4000,80,960,2022
39087,Ohio,Lawrence,"Lawrence County, Ohio",,,,3.79,47.28,5.33,6.6,11.72,8.79,16.03,19.03,13.23,11.7,3.87,3.72,39.93,9.74,3.18,20.83,14.2,2.79,1.96,3.96,5.66,3.58,7.88,15.89,18.77,15.02,14.27,10.22,Combined,4000,80,960,2022
39099,Ohio,Mahoning,"Mahoning County, Ohio",,,,7.21,40.3,7.22,5.95,9.14,10.13,14.09,17.43,11.73,14.65,5.18,4.46,38.01,7,3.13,17.59,14.6,2.81,1.88,3.09,3.02,3.66,7.88,12.96,18.42,14.38,19.07,12.83,Combined,4000,80,960,2022
39105,Ohio,Meigs,"Meigs County, Ohio",,,,6.37,50.46,7.22,6.72,12.28,13.27,14.64,14.57,11.79,12.29,5.06,2.15,42.81,11.07,2.16,24.07,14.4,5.14,1.27,3.24,4.59,5.14,11.86,14.8,17.2,13.14,14.69,8.93,Combined,4000,80,960,2022
39111,Ohio,Monroe,"Monroe County, Ohio",,,,5.46,47.9,5.97,3.93,10.08,12.29,13.62,17.4,15.43,11.11,5.83,4.34,40.06,7.21,3.16,14.93,10.9,2.58,2.2,1.84,3.85,3.79,10.91,14.1,19.5,16.41,12.77,12.06,Combined,4000,80,960,2022
39115,Ohio,Morgan,"Morgan County, Ohio",,,,4.93,48.93,6.63,7.11,11.86,8.84,14.8,22.72,10.75,11.63,3.31,2.37,41.03,6.86,2.76,19.11,12.7,3.27,1.38,4.49,4.35,4.51,8.09,16.77,23.16,12.51,14.78,6.67,Combined,4000,80,960,2022
39119,Ohio,Muskingum,"Muskingum County, Ohio",,,,4.62,39.77,5.25,5.9,10.51,9.56,13.31,17.38,13.57,13.8,6.61,4.11,36.66,6.61,2.74,19,12.1,2.1,0.77,3.38,3.06,4.15,7.39,12.33,19.04,15.26,18.15,14.38,Combined,4000,80,960,2022
39121,Ohio,Noble,"Noble County, Ohio",,,,4.53,62.58,4.27,9.53,9.24,13.73,12.15,18.39,9.22,13.27,6.03,4.18,55.53,3.26,1.56,9.2,11.9,1.88,0.86,9.82,4.69,2.9,12.31,12.53,20.12,9.08,14.82,11.01,Combined,4000,80,960,2022
39127,Ohio,Perry,"Perry County, Ohio",,,,4.9,43.62,6.21,6.07,8.6,7.78,12.62,17.81,16.21,13.4,6.62,4.67,38.13,9.18,3.93,17.96,11,2.6,1.25,2.6,3.01,3.75,7.22,12.92,18.72,18.15,16.17,13.61,Combined,4000,80,960,2022
39131,Ohio,Pike,"Pike County, Ohio",,,,5.16,49.58,8.19,8.25,10.12,9.08,13.63,15.03,12.42,14.27,6.09,2.93,37.64,12.23,2.56,24.05,16.9,1.93,2.79,5.57,3.86,4.79,8.11,12.99,16.3,12.32,19.32,12,Combined,4000,80,960,2022
39141,Ohio,Ross,"Ross County, Ohio",,,,5.73,46.19,5.92,5.31,9.36,11.82,11.66,16.08,13.56,17.95,4.38,3.98,35.8,8.26,2.77,17.55,12.8,1.23,1.1,2.57,2.95,4.74,10.15,10.95,16.28,15.98,22.8,11.26,Combined,4000,80,960,2022
39145,Ohio,Scioto,"Scioto County, Ohio",,,,7.51,51.68,6.9,10.04,13.74,9.69,12.67,15.68,11.15,12.73,4.05,3.36,41.38,10.92,3.2,25.68,19.6,2.47,1.32,6.73,4.08,6.02,8.69,12.58,17.41,14.38,15.64,10.67,Combined,4000,80,960,2022
39155,Ohio,Trumbull,"Trumbull County, Ohio",,,,4.82,45.1,6.59,5.97,9.9,10.14,14.38,18.82,12.78,13.49,4.37,3.56,40.13,7.37,2.46,13.53,14.7,2.5,1.63,3.43,3.14,3.95,8.06,14.21,20.57,15.33,16.72,10.46,Combined,4000,80,960,2022
39157,Ohio,Tuscarawas,"Tuscarawas County, Ohio",,,,5.49,38.32,4.72,3.94,8.71,10.13,12.95,18.98,15.3,16.19,5.22,3.86,36.04,5.8,2.01,13.6,9.4,2.08,1.91,1.62,2.81,2.81,7.22,12.03,19.85,16.38,20.68,12.6,Combined,4000,80,960,2022
39163,Ohio,Vinton,"Vinton County, Ohio",,,,3.61,49.07,6.99,6.07,8.72,6.66,20.51,17.18,10.03,14.03,8.7,1.1,41.32,10.76,3.74,22.88,15.2,3.55,1.79,2.52,3.63,3.23,4.36,21.52,17.29,12.69,17.52,11.9,Combined,4000,80,960,2022
39167,Ohio,Washington,"Washington County, Ohio",,,,5.24,42.19,4.59,5.17,10.59,10.69,13.07,15.82,15.81,14.7,5.56,4,38.45,7.29,1.55,12.22,11.1,1.91,1.15,3.08,4.08,3.79,8.28,12.56,17.45,17.83,17.6,12.26,Combined,4000,80,960,2022
42003,Pennsylvania,Allegheny,"Allegheny County, Pennsylvania",,,,4.95,35.19,5.36,4.14,7.25,7.57,11.08,15.99,12.29,16.66,8.89,10.76,33.65,4.98,3.34,12.3,7.4,1.55,0.99,2.12,2.48,2.28,5.45,9.3,15.35,13.4,20.37,26.7,Combined,4000,80,960,2022
42005,Pennsylvania,Armstrong,"Armstrong County, Pennsylvania",,,,5.08,41.83,3.6,4.51,9.3,9.45,12.96,19.17,14.56,15.72,6.43,4.3,41.85,6.28,3.58,14.7,7,1.47,1.23,2.41,3,4.37,8.59,11.97,19.48,16.29,18.26,12.93,Combined,4000,80,960,2022
42007,Pennsylvania,Beaver,"Beaver County, Pennsylvania",,,,5.6,38.82,4.59,3.82,8.84,8.26,11.98,17.85,13.38,17.53,8,5.74,40.78,6.17,3.11,13.76,7.6,1.46,1.01,1.84,2.89,3.61,6.62,10.62,18.52,15.23,20.85,17.36,Combined,4000,80,960,2022
42009,Pennsylvania,Bedford,"Bedford County, Pennsylvania",,,,4.27,41.54,3.56,5.43,12.01,9.84,13.07,17.61,13.95,15.98,4.77,3.8,44.59,3.87,2.2,13.12,7.7,1.61,1.07,2.67,5.01,4.52,9.42,13.43,18.24,15.03,18.74,10.26,Combined,4000,80,960,2022
42013,Pennsylvania,Blair,"Blair County, Pennsylvania",,,,4.18,40.5,4.99,4.91,9.41,9.25,13.38,17.31,13.97,16.4,5.82,4.57,39.67,5.49,3.98,16.5,9.5,1.76,1.31,2.52,3.47,2.82,7.78,11.73,18.27,16.31,20.6,13.44,Combined,4000,80,960,2022
42015,Pennsylvania,Bradford,"Bradford County, Pennsylvania",,,,4.79,43.97,3.99,4.39,8.66,9.87,14.65,16.46,14.57,16.9,6.22,4.29,41.34,5.35,3,12.29,10.5,1.97,1.03,3.08,2.64,3.62,8.17,13.23,16.53,16.22,20.38,13.14,Combined,4000,80,960,2022
42019,Pennsylvania,Butler,"Butler County, Pennsylvania",,,,4.65,37.07,3.68,2.92,7.13,7.22,8.99,16.34,12.08,19.98,9.89,11.77,36.04,3.96,1.73,8.93,4.9,1.67,1.05,1.33,2.21,2.53,5.74,7.92,14.95,12.94,22.73,26.94,Combined,4000,80,960,2022
42021,Pennsylvania,Cambria,"Cambria County, Pennsylvania",,,,4.95,45.23,5.83,5.7,9.97,10.65,14.09,17.55,12.95,14.93,4.77,3.56,44.27,5.9,3.72,18.16,10.5,1.78,1.32,2.75,4.24,4.08,9.17,13.18,19.21,15.55,18.16,10.56,Combined,4000,80,960,2022
42023,Pennsylvania,Cameron,"Cameron County, Pennsylvania",,,,7.13,48.99,4.71,6.97,14.98,11.76,16.88,19.1,12.4,9.41,1.95,1.86,49.95,6.97,4.66,24.89,11,0.63,1.46,5.14,4.95,4.44,10.34,18.01,20.74,17.12,11.86,5.33,Combined,4000,80,960,2022
42025,Pennsylvania,Carbon,"Carbon County, Pennsylvania",,,,6.92,38.97,4.03,4.64,8.08,9.16,13.32,18.48,13.28,17.91,6.41,4.7,42.05,5.93,1.97,13.94,8.9,2.05,0.99,3.46,2.77,3.44,7.76,12.07,19.97,13.74,20.13,13.62,Combined,4000,80,960,2022
42027,Pennsylvania,Centre,"Centre County, Pennsylvania",,,,3.97,43.54,7.3,3.53,7.73,7.66,11.41,15.08,11.88,17.46,8.4,9.55,28.54,3.74,2.01,7.3,5.3,1.45,0.7,1.01,1.8,2.41,5.24,8.84,15.37,13.85,23.26,26.09,Combined,4000,80,960,2022
42031,Pennsylvania,Clarion,"Clarion County, Pennsylvania",,,,5.55,41.05,4.58,5.61,9.96,10.18,12.17,18.31,13.22,16.19,5.12,4.67,39.28,6.26,3.32,15.45,8,1.65,1.21,2.13,3.17,3.68,8.89,12.15,18.77,15.05,20.42,12.88,Combined,4000,80,960,2022
42033,Pennsylvania,Clearfield,"Clearfield County, Pennsylvania",,,,6.02,44.56,4.65,5.2,10.61,9.87,12.97,21.2,13.65,14.38,4.42,3.07,41.37,7.48,4.41,19.18,11.1,1.22,1.74,3.58,3.75,4.23,8.37,13.22,22.22,15.1,17.35,9.22,Combined,4000,80,960,2022
42035,Pennsylvania,Clinton,"Clinton County, Pennsylvania",,,,5.35,40.36,5.04,4.99,9.85,9.64,12.42,18.46,14.3,15.97,6.08,3.25,39.71,7.15,3.23,14.83,8.4,1.4,1.78,2.25,4.11,3.59,7.82,11.68,20.58,15.05,19.05,12.68,Combined,4000,80,960,2022
42037,Pennsylvania,Columbia,"Columbia County, Pennsylvania",,,,4.76,42.17,6,4.98,9.86,7.9,14.07,18.39,12.71,15.42,5.84,4.83,38.03,4.67,2.44,10.36,9.3,1.66,1.18,2.71,3.86,4.26,6.8,12.16,19.19,13.78,19.79,14.6,Combined,4000,80,960,2022
42039,Pennsylvania,Crawford,"Crawford County, Pennsylvania",,,,5.64,44.22,3.71,5.11,9.73,10.73,13.27,19.64,14.14,15.01,5.13,3.52,42.01,9,3.12,16.67,9.8,1.7,1.24,2.5,3.31,3.35,9.43,12.81,20.14,16.74,17.83,10.93,Combined,4000,80,960,2022
42047,Pennsylvania,Elk,"Elk County, Pennsylvania",,,,6.5,37.7,3.67,3.34,10.17,9.26,14.77,18.46,17.44,14.16,5.19,3.54,41.89,5.7,2.57,14.05,5.6,1.54,0.56,1.16,2.42,4.22,8.6,13.68,19.38,20.63,17.03,10.79,Combined,4000,80,960,2022
42049,Pennsylvania,Erie,"Erie County, Pennsylvania",,,,5.47,40.25,5.77,5.02,9.82,9.58,12.45,17.44,13.27,15.07,6.03,5.54,36.43,7.72,3.75,18.25,11.7,1.82,1.34,2.24,2.14,3.45,7.45,11.58,18.9,15.69,19.73,15.65,Combined,4000,80,960,2022
42051,Pennsylvania,Fayette,"Fayette County, Pennsylvania",,,,7.21,45.18,6.5,7.03,9.67,10.04,12.6,16.75,12.62,15.12,5.64,4.04,41.58,9.13,4.83,22.71,11.5,2.26,1.51,4.33,3.81,4.33,8.92,12.55,17.43,14.52,18.22,12.11,Combined,4000,80,960,2022
42053,Pennsylvania,Forest,"Forest County, Pennsylvania",,,,4.29,73.02,7.54,4.88,12.09,13.5,15.89,22.56,10.36,8.35,3.85,0.98,62.91,5.53,0.87,15.78,14.9,2.21,4.43,4.04,6.51,4.82,11.59,15.89,24.09,11.78,9.11,5.53,Combined,4000,80,960,2022
42057,Pennsylvania,Fulton,"Fulton County, Pennsylvania",,,,3.7,40.86,4.18,5.37,8.55,9.57,11.8,18.09,13.91,18.89,6.94,2.71,42.74,4.8,3.36,14.25,8.3,1.59,1.12,3.69,3.01,5.25,7.92,11.04,18.35,14.72,21.63,11.67,Combined,4000,80,960,2022
